INDV,O(HOM),E(HOM),N_SITES,F,POP
NS.1794.004.UDP0165_i7---UDP0165_i5.WCB_F_29.realigned.bam,4900726,4887537.3,6758453,0.00705,WCB Female
NS.1794.004.UDP0166_i7---UDP0166_i5.WCB_F_30.realigned.bam,5219169,5592284.3,7713033,-0.17594,WCB Female
NS.1794.004.UDP0167_i7---UDP0167_i5.WCB_F_31.realigned.bam,5189235,5453121.5,7524595,-0.12739,WCB Female
NS.1794.004.UDP0168_i7---UDP0168_i5.WCB_F_32.realigned.bam,5157986,5374285,7418662,-0.1058,WCB Female
NS.1794.004.UDP0169_i7---UDP0169_i5.WCB_F_33.realigned.bam,4860967,4831469.1,6682753,0.01593,WCB Female
NS.1794.004.UDP0170_i7---UDP0170_i5.WCB_F_34.realigned.bam,5216468,5712859,7875639,-0.22952,WCB Female
NS.1794.004.UDP0171_i7---UDP0171_i5.WCB_F_35.realigned.bam,4959414,4999074.2,6910324,-0.02075,WCB Female
NS.1794.004.UDP0172_i7---UDP0172_i5.WCB_F_36.realigned.bam,1247969,1061222.8,1490160,0.43537,WCB Female
NS.1794.004.UDP0173_i7---UDP0173_i5.WCB_F_37.realigned.bam,5064162,5137734.9,7098213,-0.03753,WCB Female
NS.1794.004.UDP0174_i7---UDP0174_i5.WCB_F_38.realigned.bam,5194055,5488811.2,7572717,-0.14144,WCB Female
NS.1794.004.UDP0175_i7---UDP0175_i5.WCB_F_39.realigned.bam,5116533,5373234.9,7417385,-0.12558,WCB Female
NS.1794.004.UDP0176_i7---UDP0176_i5.WCB_F_40.realigned.bam,5176209,5527702.4,7626152,-0.1675,WCB Female
NS.1794.004.UDP0177_i7---UDP0177_i5.WCB_F_41.realigned.bam,5071185,5143590.3,7105488,-0.03691,WCB Female
NS.1794.004.UDP0178_i7---UDP0178_i5.WCB_F_42.realigned.bam,5155215,5540357.9,7643579,-0.18312,WCB Female
NS.1794.004.UDP0179_i7---UDP0179_i5.WCB_F_43.realigned.bam,5087776,5204833.4,7188788,-0.059,WCB Female
NS.1794.004.UDP0180_i7---UDP0180_i5.WCB_F_44.realigned.bam,5210756,5775578.5,7960580,-0.2585,WCB Female
NS.1794.004.UDP0181_i7---UDP0181_i5.WCB_F_45.realigned.bam,5231622,5749875.3,7925637,-0.23819,WCB Female
NS.1794.004.UDP0182_i7---UDP0182_i5.WCB_F_46.realigned.bam,5183814,5647975.4,7788537,-0.21684,WCB Female
NS.1794.004.UDP0183_i7---UDP0183_i5.WCB_F_47.realigned.bam,5171555,5511606.2,7604397,-0.16249,WCB Female
NS.1794.004.UDP0184_i7---UDP0184_i5.WCB_F_48.realigned.bam,5172930,5604716.7,7730602,-0.20311,WCB Female
NS.1794.004.UDP0185_i7---UDP0185_i5.WCB_F_49.realigned.bam,4849936,4772261.4,6602233,0.04245,WCB Female
NS.1794.004.UDP0186_i7---UDP0186_i5.WCB_F_50.realigned.bam,5193713,5565788.6,7677465,-0.1762,WCB Female
NS.1794.004.UDP0187_i7---UDP0187_i5.WCB_F_51.realigned.bam,5086027,5188248.6,7166150,-0.05168,WCB Female
NS.1794.004.UDP0188_i7---UDP0188_i5.WCB_F_52.realigned.bam,5104521,5970098.9,8221676,-0.38443,WCB Female
NS.1794.004.UDP0189_i7---UDP0189_i5.WCB_F_53.realigned.bam,4741837,4680009.2,6476312,0.03442,WCB Female
NS.1794.004.UDP0190_i7---UDP0190_i5.WCB_F_54.realigned.bam,5212210,5581101.7,7698129,-0.17425,WCB Female
NS.1794.004.UDP0191_i7---UDP0191_i5.WCB_F_55.realigned.bam,4936163,4945336.4,6837651,-0.00485,WCB Female
NS.1798.004.UDP0025_i7---UDP0025_i5.D039.realigned.bam,5196951,5476646.7,7557002,-0.13445,MarD
NS.1798.004.UDP0026_i7---UDP0026_i5.D040.realigned.bam,4918285,4926135.1,6812454,-0.00416,MarD
NS.1798.004.UDP0027_i7---UDP0027_i5.D041.realigned.bam,5103838,5261058.7,7265882,-0.07842,MarD
NS.1798.004.UDP0028_i7---UDP0028_i5.D042.realigned.bam,5175410,5379599.7,7426148,-0.09977,MarD
NS.1798.004.UDP0029_i7---UDP0029_i5.D043.realigned.bam,5131350,5292909.6,7308611,-0.08015,MarD
NS.1798.004.UDP0030_i7---UDP0030_i5.D044.realigned.bam,5156901,5373779.7,7418134,-0.10609,MarD
NS.1798.004.UDP0031_i7---UDP0031_i5.D045.realigned.bam,5151755,5354853.2,7392248,-0.09969,MarD
NS.1798.004.UDP0032_i7---UDP0032_i5.D046.realigned.bam,5164974,5383581,7432029,-0.10672,MarD
NS.1798.004.UDP0097_i7---UDP0097_i5.WCB_M_1.realigned.bam,5250354,5719027.9,7883792,-0.2165,WCB Male
NS.1798.004.UDP0098_i7---UDP0098_i5.WCB_M_2.realigned.bam,5159190,5941551.8,8183425,-0.34898,WCB Male
NS.1798.004.UDP0099_i7---UDP0099_i5.WCB_M_3.realigned.bam,5235682,5632821.3,7767356,-0.18605,WCB Male
NS.1798.004.UDP0100_i7---UDP0100_i5.WCB_M_4.realigned.bam,5211159,5606686.3,7732355,-0.18607,WCB Male
NS.1798.004.UDP0101_i7---UDP0101_i5.WCB_M_5.realigned.bam,5253715,5634234.5,7769404,-0.17822,WCB Male
NS.1798.004.UDP0102_i7---UDP0102_i5.WCB_M_6.realigned.bam,5222454,5688510.9,7842629,-0.21636,WCB Male
NS.1798.004.UDP0103_i7---UDP0103_i5.WCB_M_7.realigned.bam,5047082,5163575,7133766,-0.05913,WCB Male
NS.1798.004.UDP0104_i7---UDP0104_i5.WCB_M_8.realigned.bam,5079766,5189777.8,7168745,-0.05559,WCB Male
NS.1798.004.UDP0105_i7---UDP0105_i5.WCB_M_9.realigned.bam,5247727,5809991.7,8006682,-0.25596,WCB Male
NS.1798.004.UDP0106_i7---UDP0106_i5.WCB_M_10.realigned.bam,5230500,5676741.5,7826808,-0.20755,WCB Male
NS.1798.004.UDP0107_i7---UDP0107_i5.WCB_M_11.realigned.bam,228451,188742.7,266815,0.50861,WCB Male
NS.1798.004.UDP0108_i7---UDP0108_i5.WCB_M_12.realigned.bam,5239616,5659454.2,7803627,-0.1958,WCB Male
NS.1798.004.UDP0109_i7---UDP0109_i5.WCB_M_13.realigned.bam,5164951,5456687.8,7529775,-0.14073,WCB Male
NS.1798.004.UDP0110_i7---UDP0110_i5.WCB_M_14.realigned.bam,5234550,5611420.4,7739248,-0.17712,WCB Male
NS.1798.004.UDP0111_i7---UDP0111_i5.WCB_M_15.realigned.bam,5198671,5581253.9,7698612,-0.18069,WCB Male
NS.1798.004.UDP0112_i7---UDP0112_i5.WCB_M_16.realigned.bam,5221373,5733614.2,7903604,-0.23606,WCB Male
NS.1798.004.UDP0113_i7---UDP0113_i5.WCB_M_17.realigned.bam,5229427,5826144.4,8028310,-0.27097,WCB Male
NS.1798.004.UDP0114_i7---UDP0114_i5.WCB_M_18.realigned.bam,5213855,5823411.4,8024572,-0.27692,WCB Male
NS.1798.004.UDP0115_i7---UDP0115_i5.WCB_M_19.realigned.bam,5247874,5636999,7773266,-0.18215,WCB Male
NS.1798.004.UDP0116_i7---UDP0116_i5.WCB_M_20.realigned.bam,5216597,5827053.7,8029446,-0.27718,WCB Male
NS.1798.004.UDP0117_i7---UDP0117_i5.WCB_M_21.realigned.bam,5155907,5351879.5,7388213,-0.09624,WCB Male
NS.1798.004.UDP0118_i7---UDP0118_i5.WCB_M_22.realigned.bam,4743404,4667068.7,6458968,0.0426,WCB Male
NS.1798.004.UDP0119_i7---UDP0119_i5.WCB_M_23.realigned.bam,5227533,5667845.5,7815021,-0.20507,WCB Male
NS.1798.004.UDP0120_i7---UDP0120_i5.WCB_M_24.realigned.bam,5141030,5295597.8,7312105,-0.07665,WCB Male
NS.1798.004.UDP0121_i7---UDP0121_i5.WCB_M_25.realigned.bam,5204137,5890121.7,8114274,-0.30843,WCB Male
NS.1798.004.UDP0122_i7---UDP0122_i5.WCB_M_26.realigned.bam,5189428,5907753.3,8138304,-0.32204,WCB Male
NS.1798.004.UDP0123_i7---UDP0123_i5.WCB_M_27.realigned.bam,5269746,5779962.3,7965869,-0.23341,WCB Male
NS.1798.004.UDP0124_i7---UDP0124_i5.WCB_M_28.realigned.bam,5219905,5589383.3,7708795,-0.17433,WCB Male
NS.1798.004.UDP0125_i7---UDP0125_i5.WCB_M_29.realigned.bam,1498066,1286902.3,1802760,0.40934,WCB Male
NS.1798.004.UDP0126_i7---UDP0126_i5.WCB_M_30.realigned.bam,5258617,5733249.6,7902972,-0.21875,WCB Male
NS.1798.004.UDP0127_i7---UDP0127_i5.WCB_M_31.realigned.bam,5238011,5668473.9,7815987,-0.20045,WCB Male
NS.1798.004.UDP0128_i7---UDP0128_i5.WCB_M_32.realigned.bam,5258306,5712445.8,7874914,-0.21001,WCB Male
NS.1798.004.UDP0129_i7---UDP0129_i5.WCB_M_33.realigned.bam,5252058,5629498.5,7763257,-0.17689,WCB Male
NS.1798.004.UDP0130_i7---UDP0130_i5.WCB_M_34.realigned.bam,5203112,5519727.7,7615829,-0.15105,WCB Male
NS.1798.004.UDP0131_i7---UDP0131_i5.WCB_M_35.realigned.bam,5231521,5837043.3,8043103,-0.27448,WCB Male
NS.1798.004.UDP0132_i7---UDP0132_i5.WCB_M_36.realigned.bam,5224626,5876784.4,8096389,-0.29382,WCB Male
NS.1798.004.UDP0133_i7---UDP0133_i5.WCB_M_37.realigned.bam,5223903,5654895.9,7797635,-0.20114,WCB Male
NS.1798.004.UDP0134_i7---UDP0134_i5.WCB_M_38.realigned.bam,5249639,5586622.1,7704804,-0.15909,WCB Male
NS.1798.004.UDP0135_i7---UDP0135_i5.WCB_M_39.realigned.bam,5216296,5816124.2,8014823,-0.27281,WCB Male
NS.1798.004.UDP0136_i7---UDP0136_i5.WCB_M_40.realigned.bam,5217811,5582129.3,7699371,-0.17207,WCB Male
NS.1798.004.UDP0137_i7---UDP0137_i5.WCB_M_41.realigned.bam,5262265,5768892.9,7951719,-0.2321,WCB Male
NS.1798.004.UDP0138_i7---UDP0138_i5.WCB_M_42.realigned.bam,5226245,5754635.3,7931989,-0.24268,WCB Male
NS.1798.004.UDP0139_i7---UDP0139_i5.WCB_M_43.realigned.bam,5198187,5477088,7557374,-0.13407,WCB Male
NS.1798.004.UDP0140_i7---UDP0140_i5.WCB_M_44.realigned.bam,5236120,5700153.1,7858885,-0.21496,WCB Male
NS.1798.004.UDP0141_i7---UDP0141_i5.WCB_M_45.realigned.bam,5221555,5816684.3,8015597,-0.27065,WCB Male
NS.1798.004.UDP0142_i7---UDP0142_i5.WCB_M_46.realigned.bam,5239603,5639374.2,7776475,-0.18706,WCB Male
NS.1798.004.UDP0143_i7---UDP0143_i5.WCB_M_47.realigned.bam,5105331,5187526.8,7164479,-0.04158,WCB Male
NS.1798.004.UDP0144_i7---UDP0144_i5.WCB_M_48.realigned.bam,3341347,3050380.5,4246298,0.2433,WCB Male
NS.1798.004.UDP0145_i7---UDP0145_i5.WCB_M_49.realigned.bam,5222261,5727184.8,7895029,-0.23292,WCB Male
NS.1798.004.UDP0146_i7---UDP0146_i5.WCB_M_50.realigned.bam,5177143,5935026.6,8174718,-0.33839,WCB Male
NS.1798.004.UDP0148_i7---UDP0148_i5.WCB_M_52.realigned.bam,5146319,5365751.2,7407600,-0.10747,WCB Male
NS.1798.004.UDP0149_i7---UDP0149_i5.WCB_M_53.realigned.bam,5220847,5794691.2,7986033,-0.26187,WCB Male
NS.1798.004.UDP0150_i7---UDP0150_i5.WCB_M_54.realigned.bam,5209398,5505860.2,7596268,-0.14182,WCB Male
NS.1798.004.UDP0151_i7---UDP0151_i5.WCB_M_55.realigned.bam,5230953,5833303.7,8037941,-0.27322,WCB Male
NS.1798.004.UDP0152_i7---UDP0152_i5.WCB_M_56.realigned.bam,5174440,5870885.3,8088296,-0.31408,WCB Male
NS.1798.004.UDP0153_i7---UDP0153_i5.WCB_M_57.realigned.bam,5237331,5771704.3,7954964,-0.24476,WCB Male
NS.1798.004.UDP0154_i7---UDP0154_i5.WCB_M_58.realigned.bam,5108766,5866521.1,8082369,-0.34197,WCB Male
NS.1798.004.UDP0155_i7---UDP0155_i5.WCB_M_59.realigned.bam,5228183,5472166.2,7550028,-0.11742,WCB Male
NS.1798.004.UDP0156_i7---UDP0156_i5.WCB_M_60.realigned.bam,5235614,5539409.6,7640958,-0.14456,WCB Male
NS.1798.004.UDP0157_i7---UDP0157_i5.WCB_M_61.realigned.bam,5225263,5585886.3,7704270,-0.17024,WCB Male
NS.1798.004.UDP0158_i7---UDP0158_i5.WCB_M_62.realigned.bam,5223813,5733872.9,7904505,-0.23498,WCB Male
NS.1798.004.UDP0159_i7---UDP0159_i5.WCB_M_63.realigned.bam,5251983,5747375.4,7922030,-0.2278,WCB Male
NS.1798.004.UDP0160_i7---UDP0160_i5.WCB_M_64.realigned.bam,5228881,5857180.7,8069663,-0.28398,WCB Male
NS.1798.004.UDP0161_i7---UDP0161_i5.WCB_M_65.realigned.bam,5191109,5380435.7,7425940,-0.09256,WCB Male
NS.1798.004.UDP0162_i7---UDP0162_i5.WCB_M_66.realigned.bam,5202622,5825428.3,8027420,-0.28284,WCB Male
NS.1798.004.UDP0163_i7---UDP0163_i5.WCB_M_67.realigned.bam,5116056,5219603.3,7207359,-0.05209,WCB Male
NS.1798.004.UDP0164_i7---UDP0164_i5.WCB_M_68.realigned.bam,5169340,5342628.2,7375034,-0.08526,WCB Male
NS.1798.004.UDP0165_i7---UDP0165_i5.WCB_M_69.realigned.bam,1062567,899083.1,1262676,0.44963,WCB Male
NS.1798.004.UDP0166_i7---UDP0166_i5.WCB_M_70.realigned.bam,5284863,5590484.5,7709063,-0.14426,WCB Male
NS.1798.004.UDP0167_i7---UDP0167_i5.D013.realigned.bam,5181218,5462368.1,7538035,-0.13545,MarD
NS.1798.004.UDP0168_i7---UDP0168_i5.D014.realigned.bam,5066584,5156749.5,7125090,-0.04581,MarD
NS.1798.004.UDP0169_i7---UDP0169_i5.D015.realigned.bam,5226295,5560035.1,7669743,-0.15819,MarD
NS.1798.004.UDP0170_i7---UDP0170_i5.D016.realigned.bam,5137305,5376702.9,7422616,-0.11701,MarD
NS.1798.004.UDP0171_i7---UDP0171_i5.D017.realigned.bam,5223990,5742031.5,7914956,-0.23841,MarD
NS.1798.004.UDP0172_i7---UDP0172_i5.D018.realigned.bam,24743,19704.7,27680,0.63174,MarD
NS.1798.004.UDP0173_i7---UDP0173_i5.D019.realigned.bam,5185154,5440812.8,7509131,-0.12361,MarD
NS.1798.004.UDP0174_i7---UDP0174_i5.D020.realigned.bam,5195126,5794051.6,7985040,-0.27336,MarD
NS.1798.004.UDP0175_i7---UDP0175_i5.D021.realigned.bam,5229083,5664597.6,7811191,-0.20289,MarD
NS.1798.004.UDP0176_i7---UDP0176_i5.D022.realigned.bam,4940177,4984799.3,6891418,-0.0234,MarD
NS.1798.004.UDP0177_i7---UDP0177_i5.D023.realigned.bam,5204684,5590271.7,7710581,-0.18185,MarD
NS.1798.004.UDP0178_i7---UDP0178_i5.D024.realigned.bam,4850351,4877677.2,6746440,-0.01462,MarD
NS.1798.004.UDP0179_i7---UDP0179_i5.D025.realigned.bam,5081143,5219458.2,7209817,-0.06949,MarD
NS.1798.004.UDP0180_i7---UDP0180_i5.D026.realigned.bam,5201495,5597254.6,7720353,-0.18641,MarD
NS.1798.004.UDP0181_i7---UDP0181_i5.D027.realigned.bam,5109739,5248601.3,7248943,-0.06942,MarD
NS.1798.004.UDP0182_i7---UDP0182_i5.D028.realigned.bam,5197429,5524363.6,7621776,-0.15588,MarD
NS.1798.004.UDP0183_i7---UDP0183_i5.D029.realigned.bam,5139665,5464368.7,7540380,-0.15641,MarD
NS.1798.004.UDP0184_i7---UDP0184_i5.D030.realigned.bam,5141712,5906534.7,8136689,-0.34295,MarD
NS.1798.004.UDP0185_i7---UDP0185_i5.D031.realigned.bam,5122072,5943677.2,8186453,-0.36633,MarD
NS.1798.004.UDP0186_i7---UDP0186_i5.D032.realigned.bam,5180773,5605803.4,7731687,-0.19993,MarD
NS.1798.004.UDP0187_i7---UDP0187_i5.D033.realigned.bam,5213549,5765206.4,7946855,-0.25286,MarD
NS.1798.004.UDP0188_i7---UDP0188_i5.D034.realigned.bam,5192576,5866544.5,8082689,-0.30412,MarD
NS.1798.004.UDP0189_i7---UDP0189_i5.D035.realigned.bam,5224085,5591699.8,7712485,-0.17334,MarD
NS.1798.004.UDP0190_i7---UDP0190_i5.D036.realigned.bam,5195317,5535095.3,7636542,-0.16169,MarD
NS.1798.004.UDP0191_i7---UDP0191_i5.D037.realigned.bam,5194504,5705240,7866066,-0.23636,MarD
NS.1798.004.UDP0313_i7---UDP0313_i5.D047.realigned.bam,5117290,5294564,7311366,-0.0879,MarD
NS.1798.004.UDP0321_i7---UDP0321_i5.D048.realigned.bam,5205434,5666174.2,7813155,-0.2146,MarD
